epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,2331.84,0.03296,0.03959,3.66532,0.87697,0.29138,0.40066,0.25251,0.20123,0.29138,0.40066,0.25226,0.18728,0.03375,0.04383,3.63388,0.9002,0.000425734,0.000425734,0.000425734
18,2468.32,0.03391,0.04087,3.5514,0.88992,0.24786,0.40786,0.25716,0.20358,0.24808,0.40859,0.25708,0.19368,0.03545,0.04538,3.7187,0.90118,0.000422593,0.000422593,0.000422593
19,2604.6,0.03289,0.03894,3.51733,0.87497,0.42647,0.34347,0.28713,0.2297,0.42707,0.3442,0.28667,0.21656,0.03474,0.04572,3.72528,0.89644,0.000419451,0.000419451,0.000419451
20,2747.53,0.0347,0.04273,3.51342,0.88293,0.25283,0.42974,0.23076,0.18326,0.25325,0.43074,0.23051,0.17036,0.03396,0.04498,3.90928,0.9005,0.00041631,0.00041631,0.00041631
21,2884.04,0.03269,0.03972,3.48136,0.87419,0.28607,0.463,0.27088,0.21877,0.28607,0.463,0.27017,0.20462,0.03367,0.04586,3.52146,0.90519,0.000413168,0.000413168,0.000413168
22,3019.8,0.03199,0.0386,3.4118,0.87489,0.38491,0.38398,0.28832,0.23185,0.38517,0.38423,0.28799,0.21544,0.03402,0.04403,3.62682,0.89734,0.000410026,0.000410026,0.000410026
23,3156.24,0.03203,0.03843,3.37036,0.86823,0.3189,0.40107,0.28758,0.2338,0.31901,0.40123,0.28771,0.21528,0.0332,0.04527,3.69912,0.89925,0.000406885,0.000406885,0.000406885
24,3294.53,0.03352,0.04063,3.34762,0.88631,0.31725,0.46774,0.30472,0.2492,0.31712,0.46796,0.30497,0.23421,0.03441,0.04412,3.40005,0.8981,0.000403743,0.000403743,0.000403743
25,3431.08,0.0332,0.03913,3.33028,0.86731,0.35101,0.44475,0.28064,0.22932,0.35079,0.44449,0.28065,0.21654,0.03431,0.04575,3.68746,0.90043,0.000400602,0.000400602,0.000400602
26,3568.74,0.03256,0.03869,3.2218,0.87282,0.36795,0.40556,0.28669,0.23317,0.36858,0.40532,0.28646,0.21235,0.03347,0.04714,3.52426,0.90294,0.00039746,0.00039746,0.00039746
27,3705.54,0.03123,0.03823,3.24432,0.8709,0.3178,0.42169,0.28936,0.23428,0.3178,0.42169,0.28871,0.2135,0.03358,0.04372,3.48948,0.90054,0.000394318,0.000394318,0.000394318
28,3843.95,0.03281,0.03979,3.17493,0.87152,0.35273,0.41964,0.28133,0.22999,0.35203,0.41887,0.28066,0.21217,0.03278,0.04299,3.45591,0.89901,0.000391177,0.000391177,0.000391177
29,3981.2,0.03187,0.03885,3.18413,0.86907,0.39064,0.41486,0.29084,0.23349,0.39154,0.4155,0.29054,0.2153,0.03277,0.04332,3.55845,0.89095,0.000388035,0.000388035,0.000388035
30,4119.73,0.03297,0.04034,3.20692,0.86984,0.39109,0.36122,0.30111,0.24509,0.39183,0.36221,0.30078,0.23036,0.03329,0.04475,3.52106,0.89494,0.000384894,0.000384894,0.000384894
31,4257.35,0.032,0.0389,3.07784,0.86509,0.32394,0.46775,0.31948,0.25858,0.3229,0.46568,0.31856,0.23988,0.03385,0.04521,3.35803,0.89975,0.000381752,0.000381752,0.000381752
32,4395.13,0.03208,0.03894,3.05277,0.86885,0.43212,0.35521,0.30237,0.24251,0.4327,0.35594,0.30242,0.22547,0.03324,0.0449,3.43768,0.90395,0.00037861,0.00037861,0.00037861
33,4534.37,0.03209,0.03881,3.05268,0.87169,0.42504,0.37615,0.29086,0.23258,0.42529,0.37699,0.29101,0.21828,0.03327,0.04374,3.6409,0.90176,0.000375469,0.000375469,0.000375469
34,4674.42,0.0321,0.03863,3.00411,0.87379,0.27675,0.50983,0.29814,0.24201,0.2752,0.51588,0.29874,0.22563,0.03444,0.04408,3.51779,0.90759,0.000372327,0.000372327,0.000372327
35,4813.36,0.03254,0.03835,2.93222,0.87207,0.2649,0.43411,0.3194,0.26356,0.2644,0.4336,0.31891,0.24347,0.033,0.04402,3.38784,0.89559,0.000369186,0.000369186,0.000369186
36,4952.39,0.03073,0.03604,2.99892,0.86711,0.29938,0.47336,0.30312,0.24722,0.2989,0.47285,0.30198,0.22927,0.03256,0.04345,3.48723,0.89659,0.000366044,0.000366044,0.000366044
37,5090.54,0.03083,0.03736,2.91262,0.85955,0.38552,0.39211,0.30895,0.2544,0.38763,0.39116,0.30875,0.23727,0.03273,0.04416,3.78531,0.90433,0.000362902,0.000362902,0.000362902
38,5229.05,0.03176,0.038,2.90158,0.86356,0.31981,0.48835,0.32886,0.27221,0.32065,0.49004,0.32886,0.24863,0.03276,0.04388,3.21807,0.89958,0.000359761,0.000359761,0.000359761
39,5366.54,0.03164,0.03671,2.89863,0.86311,0.29395,0.48981,0.3452,0.28762,0.29515,0.49106,0.3457,0.26288,0.03248,0.04287,3.4122,0.89455,0.000356619,0.000356619,0.000356619
40,5505.42,0.03177,0.03869,2.87042,0.86878,0.30127,0.47768,0.30631,0.25528,0.30185,0.47564,0.30584,0.23493,0.03288,0.04412,3.60439,0.89726,0.000353478,0.000353478,0.000353478
41,5641.78,0.03067,0.03677,2.86597,0.8622,0.2824,0.50373,0.32696,0.27125,0.282,0.50369,0.32624,0.24717,0.03248,0.0441,3.34107,0.89592,0.000350336,0.000350336,0.000350336
42,5778.56,0.03056,0.03687,2.79914,0.86117,0.36388,0.39227,0.33575,0.27348,0.36319,0.39437,0.33576,0.25097,0.03295,0.04406,3.43784,0.89871,0.000347194,0.000347194,0.000347194
43,5915.61,0.03183,0.03846,2.88137,0.86634,0.38472,0.44362,0.33487,0.27843,0.38504,0.44436,0.33481,0.2553,0.03208,0.04415,3.24838,0.89396,0.000344053,0.000344053,0.000344053
44,6052.95,0.03086,0.03768,2.80702,0.86575,0.2867,0.50615,0.3382,0.28126,0.28631,0.50564,0.33713,0.2569,0.03222,0.04368,3.25603,0.89967,0.000340911,0.000340911,0.000340911
45,6189.51,0.03053,0.03704,2.74153,0.85846,0.28762,0.46542,0.3158,0.25444,0.28767,0.46127,0.31402,0.23151,0.03369,0.04677,3.6298,0.90683,0.00033777,0.00033777,0.00033777
46,6330.11,0.03222,0.03888,2.80295,0.86885,0.28446,0.47695,0.32971,0.2712,0.28402,0.47644,0.33001,0.25166,0.0325,0.04353,3.36841,0.89584,0.000334628,0.000334628,0.000334628
47,6467.76,0.03059,0.03764,2.71886,0.86649,0.35122,0.43192,0.34659,0.28636,0.35122,0.43192,0.34638,0.2638,0.03275,0.04408,3.17051,0.89667,0.000331486,0.000331486,0.000331486
48,6605.25,0.0299,0.0371,2.69751,0.8602,0.28361,0.47165,0.33337,0.27447,0.28399,0.47238,0.33337,0.2473,0.03283,0.04397,3.39577,0.90292,0.000328345,0.000328345,0.000328345
49,6743.1,0.03093,0.03819,2.71553,0.86106,0.26732,0.46244,0.3211,0.26361,0.27521,0.45429,0.32064,0.24066,0.03208,0.04316,3.53733,0.89677,0.000325203,0.000325203,0.000325203
50,6879.57,0.02987,0.03617,2.64253,0.8547,0.36453,0.49265,0.3502,0.28809,0.3645,0.49287,0.35011,0.26522,0.03189,0.04277,3.42739,0.89717,0.000322062,0.000322062,0.000322062
51,7016.37,0.03008,0.03703,2.60733,0.85993,0.28827,0.43823,0.33149,0.27179,0.28827,0.43823,0.33114,0.25033,0.03224,0.04349,3.22157,0.90148,0.00031892,0.00031892,0.00031892
52,7152.41,0.03055,0.0376,2.62411,0.86628,0.31314,0.46839,0.34604,0.28067,0.31264,0.46787,0.34573,0.25321,0.03284,0.04264,3.35919,0.89718,0.000315778,0.000315778,0.000315778
53,7289.49,0.02996,0.03553,2.64403,0.85259,0.39281,0.45242,0.35156,0.28568,0.39281,0.45242,0.35152,0.26576,0.03278,0.04356,3.41194,0.90058,0.000312637,0.000312637,0.000312637
54,7426.19,0.03006,0.0373,2.63735,0.86582,0.28408,0.47134,0.33183,0.27285,0.28228,0.4721,0.33064,0.25003,0.03211,0.04357,3.51467,0.89744,0.000309495,0.000309495,0.000309495
55,7562.99,0.0306,0.03771,2.52395,0.85979,0.3231,0.51816,0.33552,0.2764,0.32273,0.51764,0.33454,0.25015,0.0324,0.04336,3.45054,0.89914,0.000306354,0.000306354,0.000306354
56,7699.72,0.02984,0.03615,2.57046,0.85913,0.29344,0.45204,0.31336,0.26057,0.2932,0.45178,0.31291,0.23834,0.03276,0.04359,3.52915,0.90005,0.000303212,0.000303212,0.000303212
57,7838.22,0.03033,0.037,2.47702,0.86752,0.30811,0.44575,0.32454,0.26735,0.30785,0.44251,0.32469,0.24171,0.0319,0.0425,3.44261,0.89741,0.00030007,0.00030007,0.00030007
58,7975,0.03037,0.03736,2.49251,0.85854,0.34443,0.38057,0.33811,0.27991,0.33973,0.38307,0.33803,0.25623,0.03213,0.04333,3.53571,0.90346,0.000296929,0.000296929,0.000296929
59,8112.73,0.03062,0.03748,2.47699,0.86292,0.37032,0.44928,0.3481,0.28471,0.36957,0.44828,0.34678,0.26079,0.03287,0.04436,3.32499,0.90221,0.000293787,0.000293787,0.000293787
60,8250.93,0.03021,0.03686,2.47277,0.85929,0.35333,0.40876,0.3298,0.27479,0.35394,0.40928,0.32993,0.2485,0.03188,0.04397,3.4179,0.89808,0.000290646,0.000290646,0.000290646
61,8387.65,0.02949,0.03604,2.43193,0.85614,0.30273,0.42809,0.3284,0.26659,0.33441,0.38534,0.32844,0.24501,0.03277,0.04398,3.43738,0.90311,0.000287504,0.000287504,0.000287504
62,8524.38,0.02965,0.03645,2.41466,0.85976,0.28791,0.44698,0.33017,0.27263,0.27958,0.46378,0.32953,0.25189,0.03225,0.04325,3.54846,0.90174,0.000284362,0.000284362,0.000284362
63,8662.61,0.0293,0.03555,2.34938,0.85504,0.30944,0.41356,0.32076,0.26099,0.3098,0.41381,0.32075,0.23754,0.03199,0.04303,3.58821,0.89924,0.000281221,0.000281221,0.000281221
64,8800.62,0.02946,0.0357,2.30429,0.85754,0.36882,0.43612,0.35682,0.29485,0.36872,0.43634,0.35624,0.27326,0.03218,0.04234,3.40869,0.8996,0.000278079,0.000278079,0.000278079
65,8938.13,0.0305,0.03726,2.35989,0.8595,0.34613,0.40344,0.33963,0.27931,0.34613,0.40344,0.33914,0.25794,0.03225,0.04346,3.39838,0.9017,0.000274938,0.000274938,0.000274938
66,9076.01,0.02988,0.03619,2.33739,0.86115,0.34366,0.40392,0.33031,0.27038,0.34388,0.40418,0.32972,0.2471,0.03235,0.04384,3.37028,0.90273,0.000271796,0.000271796,0.000271796
67,9213.75,0.03025,0.03663,2.3574,0.85919,0.34555,0.38191,0.33456,0.27651,0.34555,0.38191,0.33452,0.25617,0.0326,0.04297,3.44643,0.90617,0.000268654,0.000268654,0.000268654
68,9352.35,0.02974,0.0368,2.34244,0.85694,0.39021,0.36091,0.31343,0.25749,0.39021,0.36091,0.31318,0.23544,0.03193,0.0427,3.64677,0.90034,0.000265513,0.000265513,0.000265513
69,9489.77,0.02936,0.03511,2.23659,0.84997,0.30758,0.42912,0.32586,0.27041,0.30758,0.42912,0.32587,0.24594,0.03169,0.04312,3.53281,0.89755,0.000262371,0.000262371,0.000262371
70,9629.66,0.03005,0.03807,2.28396,0.85978,0.32456,0.4338,0.30831,0.25279,0.32456,0.4338,0.30844,0.23107,0.03201,0.04262,3.41507,0.89882,0.00025923,0.00025923,0.00025923
71,9768.3,0.0287,0.03583,2.23635,0.85784,0.27933,0.4889,0.32763,0.2696,0.27847,0.49008,0.32717,0.2447,0.03197,0.0428,3.46035,0.90298,0.000256088,0.000256088,0.000256088
72,9910.39,0.02934,0.03593,2.18492,0.85286,0.31181,0.48164,0.30883,0.25427,0.31167,0.48116,0.30812,0.23042,0.03153,0.04234,3.71952,0.89391,0.000252946,0.000252946,0.000252946
73,10050.8,0.02916,0.03498,2.23259,0.84982,0.33306,0.4204,0.32897,0.27241,0.33212,0.41941,0.32795,0.24889,0.03225,0.04378,3.4839,0.89696,0.000249805,0.000249805,0.000249805
74,10190,0.02944,0.03581,2.16547,0.85442,0.33858,0.46402,0.34377,0.28207,0.33858,0.46402,0.3432,0.25484,0.03282,0.04249,3.30041,0.90101,0.000246663,0.000246663,0.000246663
75,10329.2,0.02977,0.03534,2.08826,0.85581,0.34796,0.42565,0.33746,0.27906,0.34875,0.42664,0.33796,0.25966,0.03266,0.04281,3.41194,0.89579,0.000243522,0.000243522,0.000243522
76,10469.1,0.0306,0.03755,2.11892,0.85854,0.32123,0.4705,0.32226,0.26495,0.3208,0.47181,0.32201,0.242,0.03145,0.0423,3.46789,0.89463,0.00024038,0.00024038,0.00024038
77,10608.9,0.02888,0.03449,2.0727,0.85454,0.34564,0.41042,0.34198,0.28229,0.34541,0.41016,0.34106,0.25964,0.03223,0.04306,3.40283,0.90238,0.000237238,0.000237238,0.000237238
78,10747.2,0.02885,0.03568,2.11021,0.8554,0.29461,0.46446,0.31805,0.26282,0.29432,0.4642,0.31758,0.24151,0.03173,0.04255,3.69928,0.89733,0.000234097,0.000234097,0.000234097
79,10886.4,0.02914,0.03548,2.03467,0.85225,0.36899,0.40894,0.34999,0.28936,0.36823,0.40843,0.34936,0.26465,0.03212,0.04289,3.48365,0.90186,0.000230955,0.000230955,0.000230955
