epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,2508.15,0.00585,0.00762,2.93101,0.88988,0.26443,0.40209,0.24889,0.19894,0.26513,0.40103,0.24905,0.18867,0.00611,0.00856,3.15237,0.90391,0.000422593,0.000422593,0.000422593
19,2647.65,0.00567,0.00736,2.90278,0.87696,0.29612,0.41674,0.27927,0.22104,0.29644,0.41748,0.2795,0.20653,0.00631,0.00885,2.94142,0.91826,0.000419451,0.000419451,0.000419451
20,2789.47,0.00604,0.00799,2.87429,0.88447,0.24478,0.42964,0.21149,0.16748,0.24478,0.42964,0.21134,0.15416,0.00592,0.0086,3.43014,0.90572,0.00041631,0.00041631,0.00041631
21,2929.47,0.00571,0.00736,2.86292,0.87608,0.19124,0.46184,0.26389,0.21411,0.19088,0.45901,0.26384,0.19762,0.00583,0.00878,2.94342,0.90725,0.000413168,0.000413168,0.000413168
22,3072.35,0.00552,0.00721,2.80189,0.87518,0.31634,0.37792,0.27909,0.2261,0.31733,0.37749,0.27888,0.20712,0.0059,0.0082,3.04302,0.90569,0.000410026,0.000410026,0.000410026
23,3211.55,0.0056,0.00718,2.76592,0.87166,0.34536,0.35362,0.29424,0.23598,0.34536,0.35362,0.29403,0.21919,0.00574,0.00817,3.07638,0.89853,0.000406885,0.000406885,0.000406885
24,3352.91,0.0058,0.00764,2.76359,0.88707,0.35144,0.44247,0.29454,0.23784,0.35317,0.43753,0.29375,0.22405,0.00592,0.00819,3.03416,0.90067,0.000403743,0.000403743,0.000403743
25,3492.97,0.00577,0.0074,2.74984,0.86895,0.27103,0.46063,0.26588,0.21401,0.27135,0.46136,0.26592,0.19843,0.00593,0.00835,2.9704,0.90087,0.000400602,0.000400602,0.000400602
26,3633.24,0.0057,0.00726,2.65201,0.87612,0.36576,0.43575,0.2912,0.23553,0.36347,0.43669,0.29112,0.22033,0.00562,0.00841,2.95069,0.89385,0.00039746,0.00039746,0.00039746
27,3773.09,0.00546,0.00722,2.65302,0.87238,0.30407,0.39496,0.27817,0.22455,0.30432,0.39522,0.27804,0.20707,0.00574,0.00815,2.91025,0.89966,0.000394318,0.000394318,0.000394318
28,3913.4,0.00572,0.0075,2.59663,0.87232,0.31589,0.38339,0.29229,0.23403,0.31619,0.38423,0.29199,0.21748,0.00571,0.00807,2.8161,0.90562,0.000391177,0.000391177,0.000391177
29,4052.99,0.00558,0.00739,2.61116,0.87195,0.3387,0.40681,0.286,0.22887,0.33848,0.40655,0.28558,0.21078,0.00573,0.00839,3.01957,0.89913,0.000388035,0.000388035,0.000388035
30,4194.15,0.00569,0.00754,2.6313,0.86988,0.37964,0.33843,0.29361,0.23928,0.37469,0.34721,0.2933,0.22362,0.00568,0.00805,2.90608,0.89124,0.000384894,0.000384894,0.000384894
31,4335.06,0.00558,0.00733,2.55867,0.86756,0.30843,0.45474,0.31009,0.25196,0.3093,0.45527,0.31001,0.23135,0.00573,0.00824,2.73526,0.90182,0.000381752,0.000381752,0.000381752
32,4474.19,0.00554,0.00725,2.52079,0.87047,0.39395,0.42637,0.29627,0.23914,0.39387,0.42696,0.29588,0.22069,0.00566,0.00819,2.81668,0.90325,0.00037861,0.00037861,0.00037861
33,4613.01,0.00561,0.00736,2.51979,0.87391,0.42953,0.42235,0.30816,0.25362,0.43,0.42393,0.30865,0.23352,0.00557,0.00798,2.97207,0.89466,0.000375469,0.000375469,0.000375469
34,4752.22,0.00559,0.0073,2.46926,0.87479,0.38663,0.43367,0.31554,0.2597,0.38692,0.43415,0.31568,0.23882,0.00577,0.00799,2.77014,0.90001,0.000372327,0.000372327,0.000372327
35,4891.03,0.00564,0.00718,2.42197,0.87326,0.29154,0.43406,0.33228,0.27394,0.29225,0.43564,0.33282,0.25244,0.00573,0.00798,2.73965,0.89622,0.000369186,0.000369186,0.000369186
36,5029.35,0.00534,0.00676,2.46225,0.86804,0.24689,0.4623,0.31814,0.26156,0.24728,0.46303,0.31873,0.23995,0.00561,0.00799,2.78548,0.89549,0.000366044,0.000366044,0.000366044
37,5168.97,0.00543,0.00703,2.40161,0.86269,0.37437,0.45296,0.31228,0.25609,0.37498,0.45453,0.31323,0.2352,0.0058,0.0084,2.9873,0.91196,0.000362902,0.000362902,0.000362902
38,5307.19,0.00561,0.00719,2.3865,0.86822,0.34266,0.45516,0.31758,0.26268,0.34394,0.45611,0.31827,0.23727,0.00563,0.00819,2.78879,0.89874,0.000359761,0.000359761,0.000359761
39,5445.73,0.00552,0.00696,2.36058,0.86536,0.26901,0.44537,0.32384,0.26798,0.27205,0.44636,0.32465,0.24042,0.00571,0.00823,2.95369,0.90435,0.000356619,0.000356619,0.000356619
40,5585.34,0.00552,0.00732,2.3478,0.87011,0.27638,0.38854,0.28868,0.23652,0.27655,0.38902,0.28887,0.21848,0.00571,0.00806,2.95587,0.89956,0.000353478,0.000353478,0.000353478
41,5722.91,0.00534,0.00704,2.33308,0.86383,0.38893,0.35054,0.33446,0.27491,0.39034,0.35237,0.33535,0.2508,0.00575,0.00829,2.78307,0.90167,0.000350336,0.000350336,0.000350336
42,5861.36,0.00533,0.00701,2.29532,0.86197,0.3446,0.50396,0.34676,0.28278,0.34474,0.50444,0.34728,0.25713,0.00563,0.00794,2.76004,0.89571,0.000347194,0.000347194,0.000347194
43,6001.15,0.00554,0.0071,2.35361,0.86874,0.35079,0.44145,0.33764,0.28202,0.35141,0.44303,0.3396,0.25843,0.00562,0.00802,2.66938,0.89915,0.000344053,0.000344053,0.000344053
44,6142.25,0.00546,0.00706,2.31432,0.86937,0.33951,0.46539,0.34006,0.28153,0.33529,0.45492,0.34041,0.25554,0.00554,0.00797,2.64693,0.89376,0.000340911,0.000340911,0.000340911
45,6280.43,0.00535,0.00705,2.26966,0.86045,0.35871,0.47424,0.33272,0.26734,0.358,0.47261,0.33087,0.24165,0.00593,0.00876,2.92916,0.91095,0.00033777,0.00033777,0.00033777
46,6419.61,0.00573,0.00746,2.289,0.87383,0.35454,0.45307,0.33593,0.27551,0.3565,0.4465,0.33554,0.25382,0.00573,0.00796,2.71277,0.89599,0.000334628,0.000334628,0.000334628
47,6559.68,0.00541,0.00716,2.23682,0.87095,0.30554,0.48327,0.33158,0.27233,0.30702,0.48136,0.33068,0.24578,0.00562,0.00815,2.70362,0.89472,0.000331486,0.000331486,0.000331486
48,6701.53,0.00532,0.00702,2.18778,0.86368,0.33056,0.48606,0.33155,0.27304,0.33056,0.48606,0.33157,0.24309,0.00565,0.00806,2.67688,0.89908,0.000328345,0.000328345,0.000328345
49,6840.61,0.00545,0.00715,2.20842,0.86433,0.29888,0.46971,0.32137,0.26626,0.29945,0.46971,0.32113,0.24142,0.00557,0.00798,2.81141,0.89905,0.000325203,0.000325203,0.000325203
50,6978.55,0.00523,0.00677,2.14611,0.85569,0.34335,0.40407,0.33546,0.27786,0.34345,0.40455,0.33577,0.25367,0.00561,0.00807,2.88493,0.89156,0.000322062,0.000322062,0.000322062
51,7115.79,0.00527,0.00704,2.11441,0.86259,0.34414,0.40637,0.3226,0.26554,0.347,0.4031,0.32254,0.2429,0.00561,0.00813,2.75402,0.90009,0.00031892,0.00031892,0.00031892
52,7253.67,0.0054,0.00711,2.14498,0.86948,0.32771,0.44767,0.34951,0.28584,0.32699,0.44866,0.34881,0.25706,0.00558,0.00809,2.65878,0.89682,0.000315778,0.000315778,0.000315778
53,7391.19,0.00526,0.00667,2.11533,0.85325,0.28246,0.46196,0.30867,0.24796,0.28193,0.46085,0.30865,0.23059,0.00582,0.00816,2.91109,0.9052,0.000312637,0.000312637,0.000312637
54,7528.85,0.00532,0.00705,2.17145,0.87022,0.39666,0.38402,0.33396,0.27451,0.39741,0.38336,0.33361,0.24738,0.00566,0.00799,2.83353,0.90384,0.000309495,0.000309495,0.000309495
55,7666.87,0.00536,0.007,2.03363,0.86254,0.33343,0.43653,0.33467,0.27857,0.33522,0.43701,0.33517,0.2512,0.00557,0.00798,2.75494,0.8978,0.000306354,0.000306354,0.000306354
56,7805.91,0.00527,0.00679,2.06715,0.86145,0.30932,0.43793,0.32999,0.27083,0.30986,0.43866,0.33112,0.24922,0.0056,0.00801,2.73044,0.89367,0.000303212,0.000303212,0.000303212
57,7946.59,0.00526,0.00693,2.00244,0.86857,0.33623,0.43291,0.33808,0.28027,0.3338,0.43574,0.33761,0.25336,0.00553,0.00802,2.87961,0.89407,0.00030007,0.00030007,0.00030007
58,8084.41,0.00524,0.00698,1.99213,0.85665,0.31576,0.47914,0.35717,0.29784,0.31576,0.47914,0.35771,0.26885,0.00555,0.00805,2.73601,0.89672,0.000296929,0.000296929,0.000296929
59,8223.12,0.0053,0.00698,1.98323,0.86167,0.32225,0.46485,0.35189,0.29164,0.32431,0.46489,0.35217,0.26461,0.00546,0.00794,2.73245,0.89178,0.000293787,0.000293787,0.000293787
60,8362.08,0.00529,0.00692,1.98685,0.86161,0.32252,0.50286,0.34559,0.28521,0.32266,0.50334,0.34543,0.25523,0.00548,0.00796,2.66099,0.89968,0.000290646,0.000290646,0.000290646
61,8500.25,0.00515,0.00677,1.98484,0.85878,0.29946,0.49122,0.33902,0.2793,0.30077,0.49138,0.33943,0.25366,0.00565,0.00817,2.75576,0.90404,0.000287504,0.000287504,0.000287504
62,8638.37,0.00519,0.00686,1.94695,0.8627,0.34749,0.47845,0.34642,0.28345,0.34461,0.47539,0.34631,0.25583,0.00547,0.00785,2.81631,0.89279,0.000284362,0.000284362,0.000284362
63,8775.96,0.00514,0.00667,1.90761,0.85676,0.36406,0.41826,0.34979,0.29238,0.3647,0.419,0.35036,0.2646,0.00546,0.00797,2.89165,0.89302,0.000281221,0.000281221,0.000281221
64,8913.94,0.00516,0.0067,1.87499,0.86024,0.32089,0.51035,0.36056,0.29704,0.32078,0.51058,0.36028,0.26914,0.00551,0.00811,2.71454,0.89909,0.000278079,0.000278079,0.000278079
65,9052.43,0.00535,0.00698,1.90097,0.86177,0.36818,0.38648,0.34983,0.29061,0.36873,0.38722,0.3501,0.26079,0.00553,0.00816,2.72577,0.90205,0.000274938,0.000274938,0.000274938
66,9190.84,0.00519,0.00679,1.86976,0.8614,0.36499,0.36456,0.35751,0.2969,0.36621,0.36613,0.35901,0.26805,0.00556,0.00816,2.67966,0.90165,0.000271796,0.000271796,0.000271796
67,9328.49,0.00526,0.00681,1.88937,0.8575,0.4169,0.37197,0.35859,0.29432,0.41678,0.37083,0.35817,0.27096,0.00564,0.00806,2.79443,0.89769,0.000268654,0.000268654,0.000268654
68,9466.72,0.00528,0.00695,1.87103,0.86082,0.34174,0.40703,0.34447,0.28086,0.34146,0.40678,0.34418,0.25301,0.00577,0.00814,2.81627,0.90933,0.000265513,0.000265513,0.000265513
69,9604.79,0.00519,0.00663,1.81661,0.85272,0.36216,0.46044,0.36318,0.30483,0.36241,0.46091,0.36381,0.27789,0.00547,0.00781,2.74003,0.89068,0.000262371,0.000262371,0.000262371
70,9744.58,0.00524,0.0071,1.83875,0.86014,0.42472,0.40202,0.35627,0.29635,0.4266,0.40621,0.35704,0.26416,0.0055,0.00793,2.69286,0.89663,0.00025923,0.00025923,0.00025923
71,9882,0.00503,0.00677,1.79567,0.86021,0.33896,0.47998,0.34727,0.28782,0.33678,0.4732,0.34761,0.25652,0.00552,0.00797,2.79191,0.89907,0.000256088,0.000256088,0.000256088
72,10020.2,0.00511,0.0068,1.73636,0.85615,0.47079,0.34743,0.3521,0.2903,0.47131,0.34797,0.35264,0.26126,0.00549,0.00783,2.87735,0.89509,0.000252946,0.000252946,0.000252946
73,10159.8,0.0051,0.00653,1.77266,0.85126,0.40814,0.43402,0.369,0.30408,0.40871,0.43394,0.36887,0.28086,0.00568,0.00816,2.72954,0.90527,0.000249805,0.000249805,0.000249805
74,10300.1,0.00512,0.0067,1.73433,0.8572,0.38639,0.44388,0.37209,0.30501,0.38639,0.44388,0.37161,0.27296,0.00556,0.00791,2.60354,0.89944,0.000246663,0.000246663,0.000246663
75,10438.5,0.00515,0.00665,1.67434,0.85599,0.39044,0.39812,0.37172,0.30652,0.39129,0.39911,0.37309,0.2742,0.0056,0.00802,2.7366,0.89674,0.000243522,0.000243522,0.000243522
76,10576.8,0.0053,0.00705,1.6813,0.85884,0.36921,0.43555,0.3616,0.30286,0.3699,0.43687,0.36265,0.27171,0.00532,0.00785,2.66786,0.88795,0.00024038,0.00024038,0.00024038
77,10714.7,0.00501,0.00651,1.63152,0.85673,0.37728,0.44953,0.36613,0.30623,0.37811,0.45052,0.36645,0.27286,0.00547,0.00802,2.72248,0.89594,0.000237238,0.000237238,0.000237238
78,10852.1,0.00504,0.00669,1.67549,0.85717,0.38667,0.44085,0.36843,0.30886,0.39859,0.42426,0.36858,0.27841,0.0055,0.00798,2.78947,0.89679,0.000234097,0.000234097,0.000234097
79,10990.7,0.00509,0.00662,1.62255,0.8536,0.37393,0.40594,0.37167,0.30867,0.41046,0.37332,0.37088,0.27737,0.0055,0.00794,2.76165,0.89491,0.000230955,0.000230955,0.000230955
80,11129.8,0.00511,0.00667,1.65775,0.85664,0.39283,0.3952,0.35254,0.29384,0.39283,0.3952,0.35245,0.2633,0.0055,0.00797,2.78987,0.90275,0.000227814,0.000227814,0.000227814
81,11268.7,0.00516,0.00683,1.63719,0.85872,0.37798,0.43278,0.37485,0.30768,0.37644,0.43358,0.37403,0.27648,0.00548,0.00802,2.66654,0.90111,0.000224672,0.000224672,0.000224672
82,11408.4,0.00513,0.00684,1.61193,0.86233,0.40965,0.42759,0.36883,0.30746,0.40965,0.42759,0.36862,0.27291,0.00545,0.00783,2.68208,0.89532,0.00022153,0.00022153,0.00022153
83,11547.8,0.00505,0.00654,1.58986,0.85658,0.41996,0.40644,0.36666,0.30751,0.41996,0.40644,0.36609,0.27737,0.00535,0.00775,2.71199,0.88669,0.000218389,0.000218389,0.000218389
84,11687,0.00497,0.00658,1.5797,0.85695,0.37316,0.46212,0.37717,0.31564,0.37363,0.46285,0.37762,0.28272,0.00536,0.00779,2.69949,0.88783,0.000215247,0.000215247,0.000215247
85,11826.4,0.00509,0.0068,1.58752,0.86133,0.359,0.44572,0.36249,0.29901,0.36001,0.44671,0.36328,0.2726,0.00539,0.00773,2.84199,0.89066,0.000212106,0.000212106,0.000212106
86,11965.1,0.00505,0.00661,1.56438,0.85928,0.41536,0.39388,0.36909,0.30664,0.41647,0.39447,0.36902,0.27984,0.00543,0.00779,2.64237,0.89229,0.000208964,0.000208964,0.000208964
87,12102,0.00509,0.00659,1.54157,0.85641,0.36957,0.46382,0.38124,0.31508,0.36973,0.4643,0.38162,0.28325,0.00547,0.00783,2.59268,0.89578,0.000205822,0.000205822,0.000205822
88,12239.2,0.00505,0.00662,1.49917,0.85749,0.41081,0.43688,0.38968,0.32324,0.41108,0.43735,0.38961,0.29309,0.00547,0.00784,2.61548,0.89783,0.000202681,0.000202681,0.000202681
89,12377.1,0.00506,0.00671,1.48848,0.85144,0.43061,0.43308,0.38414,0.32107,0.43231,0.43397,0.38472,0.29203,0.00538,0.00766,2.73217,0.89058,0.000199539,0.000199539,0.000199539
90,12516.4,0.005,0.00661,1.48815,0.85068,0.38581,0.42144,0.36225,0.30115,0.37892,0.42958,0.36219,0.27419,0.00551,0.00785,2.85483,0.89926,0.000196398,0.000196398,0.000196398
91,12654.9,0.00505,0.00657,1.52743,0.8532,0.45884,0.39285,0.38677,0.32146,0.45838,0.39259,0.38656,0.28761,0.00554,0.00795,2.80157,0.90448,0.000193256,0.000193256,0.000193256
92,12792.3,0.00509,0.00668,1.43733,0.86073,0.48114,0.36193,0.37772,0.31485,0.48187,0.36267,0.37838,0.28872,0.00545,0.0079,2.78698,0.8957,0.000190114,0.000190114,0.000190114
93,12930.3,0.00497,0.00642,1.42525,0.85414,0.39154,0.45664,0.38247,0.32288,0.39154,0.45664,0.38288,0.29157,0.00534,0.00779,2.86381,0.89163,0.000186973,0.000186973,0.000186973
94,13068,0.00496,0.00662,1.45467,0.85381,0.47835,0.38826,0.37613,0.31405,0.47619,0.38798,0.37539,0.28592,0.00544,0.00802,2.88542,0.89843,0.000183831,0.000183831,0.000183831
95,13207.5,0.00499,0.00661,1.45685,0.85601,0.42939,0.42353,0.36857,0.30702,0.43024,0.42405,0.36897,0.27991,0.00538,0.00784,2.97642,0.89436,0.00018069,0.00018069,0.00018069
96,13348.2,0.00516,0.0068,1.49247,0.85646,0.42426,0.41349,0.37722,0.31781,0.42489,0.414,0.37756,0.28847,0.00541,0.00781,2.87467,0.8993,0.000177548,0.000177548,0.000177548
97,13486.3,0.00501,0.0066,1.42021,0.85897,0.47224,0.36425,0.36369,0.30688,0.47182,0.36399,0.36346,0.27795,0.00536,0.00766,2.94641,0.89201,0.000174406,0.000174406,0.000174406
98,13624.4,0.00499,0.00643,1.42407,0.85506,0.45522,0.40982,0.37588,0.3171,0.45594,0.41056,0.37603,0.28333,0.00543,0.00775,2.85126,0.89723,0.000171265,0.000171265,0.000171265
99,13765.6,0.00481,0.00626,1.34022,0.84964,0.42468,0.43258,0.38771,0.32538,0.4257,0.43357,0.38834,0.2937,0.00533,0.00778,2.83637,0.89429,0.000168123,0.000168123,0.000168123
100,13905.2,0.00488,0.00619,1.36459,0.85208,0.5198,0.35859,0.3831,0.31927,0.52055,0.35866,0.38278,0.2901,0.00542,0.00783,2.84418,0.89902,0.000164982,0.000164982,0.000164982
101,14043.2,0.00479,0.00632,1.35015,0.8561,0.41935,0.39086,0.37006,0.30882,0.42003,0.3916,0.36998,0.28205,0.00546,0.00787,2.84172,0.90072,0.00016184,0.00016184,0.00016184
102,14183.2,0.00504,0.00674,1.37281,0.85016,0.38442,0.42631,0.36288,0.30386,0.38471,0.42679,0.36301,0.2773,0.00538,0.00774,2.95279,0.8952,0.000158698,0.000158698,0.000158698
103,14321.4,0.00499,0.00641,1.38072,0.8489,0.39783,0.4232,0.36835,0.30425,0.39769,0.42097,0.36836,0.27687,0.00557,0.00799,2.93334,0.91073,0.000155557,0.000155557,0.000155557
104,14460.9,0.00504,0.00649,1.32946,0.85414,0.39568,0.4216,0.3593,0.29949,0.39626,0.42233,0.35926,0.27543,0.00539,0.00776,2.96223,0.89444,0.000152415,0.000152415,0.000152415
105,14598.9,0.00499,0.00644,1.33641,0.8464,0.41166,0.42095,0.36875,0.30863,0.41228,0.42079,0.36883,0.2775,0.00542,0.00807,2.91057,0.89763,0.000149274,0.000149274,0.000149274
106,14737.4,0.00498,0.00644,1.31566,0.8575,0.46168,0.41005,0.36259,0.30297,0.46168,0.41005,0.36229,0.2735,0.00547,0.00799,2.96186,0.8963,0.000146132,0.000146132,0.000146132
107,14875.4,0.00484,0.00618,1.30396,0.84535,0.45872,0.38806,0.36134,0.30123,0.45872,0.38806,0.36134,0.2758,0.00543,0.00797,3.02424,0.89811,0.00014299,0.00014299,0.00014299
108,15015.2,0.0049,0.00636,1.30355,0.85243,0.40792,0.41344,0.36492,0.3043,0.40792,0.41344,0.3648,0.27572,0.00545,0.00775,2.95593,0.89538,0.000139849,0.000139849,0.000139849
109,15153.4,0.0048,0.00633,1.2855,0.84967,0.45309,0.36787,0.36488,0.30459,0.45309,0.36787,0.365,0.28034,0.00542,0.00797,3.00111,0.89886,0.000136707,0.000136707,0.000136707
110,15290.4,0.00495,0.00645,1.2653,0.84996,0.41006,0.40325,0.37487,0.31424,0.41085,0.40376,0.37485,0.28154,0.00542,0.00787,2.8826,0.8942,0.000133566,0.000133566,0.000133566
111,15428,0.00492,0.00656,1.28558,0.84539,0.40139,0.42002,0.36479,0.30319,0.40109,0.41977,0.36447,0.27739,0.00549,0.00803,3.04258,0.90056,0.000130424,0.000130424,0.000130424
112,15565.4,0.00491,0.00651,1.28363,0.8554,0.36854,0.45013,0.36492,0.30462,0.36768,0.44914,0.36327,0.27338,0.00544,0.0079,2.90416,0.8995,0.000127282,0.000127282,0.000127282
113,15703.2,0.0048,0.00634,1.25252,0.85069,0.44177,0.40391,0.37639,0.31347,0.44184,0.40363,0.37617,0.28228,0.00548,0.00804,2.91929,0.89982,0.000124141,0.000124141,0.000124141
114,15841.3,0.0049,0.00656,1.24672,0.8534,0.46729,0.39645,0.36773,0.30705,0.46854,0.397,0.36863,0.27297,0.00546,0.008,2.97007,0.89972,0.000120999,0.000120999,0.000120999
