epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,137.884,0.00506,0.0075,3.76515,0.95579,0.8662,0.04902,0.07542,0.05511,0.8662,0.04902,0.07575,0.05815,0.00472,0.00635,3.62549,0.89555,0.000157263,0.000157263,0.000157263
2,275.195,0.00509,0.00593,3.10158,0.90679,0.22099,0.19825,0.12091,0.08489,0.21882,0.19738,0.11849,0.08456,0.0051,0.00658,3.02137,0.94069,0.000313844,0.000313844,0.000313844
3,413.307,0.00517,0.00616,2.78846,0.91146,0.24024,0.2461,0.14426,0.10473,0.23845,0.24423,0.14295,0.10582,0.00509,0.00648,2.64506,0.93843,0.000468331,0.000468331,0.000468331
4,550.568,0.00497,0.00587,2.5374,0.90641,0.10781,0.26413,0.1491,0.10854,0.10798,0.26487,0.14949,0.10658,0.00477,0.00634,2.50671,0.92808,0.000466575,0.000466575,0.000466575
5,690.626,0.00478,0.0059,2.36493,0.90231,0.23187,0.26809,0.15323,0.11746,0.23307,0.26919,0.15301,0.11039,0.00476,0.00642,2.29892,0.9199,0.000463434,0.000463434,0.000463434
6,829.518,0.00459,0.00558,2.27606,0.89575,0.17362,0.25734,0.16141,0.12347,0.17358,0.25724,0.16126,0.11878,0.00452,0.0063,2.21405,0.90556,0.000460292,0.000460292,0.000460292
7,968.365,0.00451,0.00577,2.17255,0.88851,0.20969,0.2801,0.18252,0.1384,0.20821,0.28151,0.18227,0.13465,0.00442,0.00597,2.12283,0.9059,0.00045715,0.00045715,0.00045715
8,1108.79,0.00438,0.00551,2.10345,0.88658,0.19911,0.27879,0.17699,0.14212,0.19879,0.27853,0.17659,0.13467,0.00426,0.00588,2.17832,0.90275,0.000454009,0.000454009,0.000454009
9,1250.46,0.00432,0.00545,2.08588,0.88059,0.15749,0.33655,0.2066,0.16096,0.15736,0.33571,0.20625,0.14759,0.00434,0.00597,2.052,0.89954,0.000450867,0.000450867,0.000450867
10,1390.57,0.00425,0.00551,1.98309,0.87986,0.20947,0.30538,0.19712,0.15286,0.20919,0.30513,0.19664,0.14103,0.00427,0.00631,2.11658,0.8964,0.000447726,0.000447726,0.000447726
11,1528.94,0.00418,0.00544,1.95734,0.87709,0.17717,0.39407,0.23123,0.18501,0.17717,0.39407,0.23115,0.17376,0.00402,0.00591,1.91588,0.89055,0.000444584,0.000444584,0.000444584
12,1666.73,0.00414,0.00539,1.93174,0.88187,0.29147,0.35788,0.25213,0.20039,0.29147,0.35788,0.25203,0.18741,0.00403,0.00563,1.99075,0.88656,0.000441442,0.000441442,0.000441442
13,1804.62,0.00394,0.00509,1.88584,0.86789,0.30618,0.41225,0.26683,0.2177,0.31178,0.40221,0.26624,0.19752,0.00407,0.0059,1.99671,0.89991,0.000438301,0.000438301,0.000438301
14,1944.33,0.00397,0.00521,1.86789,0.86511,0.29196,0.3844,0.25935,0.21091,0.29238,0.38513,0.25968,0.19769,0.00397,0.00592,1.98675,0.88958,0.000435159,0.000435159,0.000435159
15,2083.32,0.00399,0.00534,1.85254,0.8725,0.26299,0.40665,0.25643,0.2047,0.26261,0.40557,0.25577,0.18769,0.00414,0.00602,1.88046,0.89704,0.000432018,0.000432018,0.000432018
16,2220.65,0.00391,0.00513,1.85088,0.86819,0.28835,0.40344,0.26946,0.21855,0.28862,0.39921,0.26886,0.19912,0.00402,0.00579,1.8469,0.89678,0.000428876,0.000428876,0.000428876
17,2359.1,0.0038,0.00504,1.79847,0.86445,0.3576,0.37195,0.27988,0.22683,0.3576,0.37195,0.27951,0.2076,0.00394,0.00563,1.82433,0.89573,0.000425734,0.000425734,0.000425734
18,2498.53,0.00391,0.00521,1.74879,0.8762,0.27936,0.4116,0.27438,0.22271,0.28035,0.41285,0.27498,0.20724,0.00413,0.00582,1.92949,0.89816,0.000422593,0.000422593,0.000422593
19,2636.45,0.00382,0.00501,1.72631,0.86642,0.34605,0.38277,0.2864,0.23433,0.34656,0.3835,0.28728,0.21775,0.00416,0.00593,1.82314,0.90022,0.000419451,0.000419451,0.000419451
20,2775.77,0.004,0.00542,1.72297,0.87132,0.33349,0.3855,0.25901,0.2055,0.33349,0.3855,0.25771,0.18924,0.00404,0.00587,1.91348,0.89607,0.00041631,0.00041631,0.00041631
21,2913.33,0.00384,0.00501,1.70198,0.86382,0.31467,0.38367,0.28315,0.2307,0.31496,0.38392,0.28265,0.21481,0.004,0.00601,1.78697,0.89636,0.000413168,0.000413168,0.000413168
22,3051.08,0.00372,0.00492,1.66893,0.86417,0.33103,0.42812,0.26099,0.2109,0.33121,0.42837,0.26079,0.19329,0.00413,0.00603,1.89196,0.90027,0.000410026,0.000410026,0.000410026
23,3189.74,0.00373,0.00491,1.64117,0.85851,0.33571,0.38613,0.2877,0.23483,0.33571,0.38613,0.28742,0.2167,0.00388,0.00583,1.9971,0.89308,0.000406885,0.000406885,0.000406885
24,3329.96,0.00385,0.00519,1.65033,0.87132,0.39209,0.37481,0.31739,0.26062,0.3922,0.37529,0.31678,0.24331,0.00401,0.00584,1.69968,0.89861,0.000403743,0.000403743,0.000403743
25,3468.71,0.00386,0.00502,1.63338,0.85735,0.31077,0.42001,0.29895,0.24591,0.3109,0.42049,0.2995,0.22849,0.00407,0.00601,1.75437,0.89953,0.000400602,0.000400602,0.000400602
26,3608.6,0.00379,0.00503,1.56613,0.86262,0.38145,0.36425,0.27059,0.22124,0.38078,0.36489,0.27035,0.20489,0.00397,0.00603,1.825,0.9,0.00039746,0.00039746,0.00039746
27,3746.98,0.00366,0.0049,1.58559,0.86219,0.29993,0.39067,0.26543,0.21449,0.29969,0.39041,0.26465,0.19741,0.00396,0.00579,1.75516,0.89819,0.000394318,0.000394318,0.000394318
28,3886.92,0.0038,0.00508,1.55068,0.8586,0.31339,0.38718,0.30061,0.24738,0.31339,0.38718,0.30006,0.22649,0.00394,0.00566,1.76158,0.9004,0.000391177,0.000391177,0.000391177
29,4025,0.00375,0.00498,1.56079,0.85973,0.30303,0.42689,0.29452,0.24124,0.30303,0.42689,0.29408,0.22219,0.00395,0.00573,1.78051,0.8924,0.000388035,0.000388035,0.000388035
30,4165.23,0.00386,0.00512,1.56888,0.85822,0.37849,0.36374,0.29626,0.2413,0.3782,0.36348,0.29535,0.22365,0.00389,0.0058,1.76599,0.88989,0.000384894,0.000384894,0.000384894
31,4305.4,0.00372,0.0049,1.49551,0.85486,0.31583,0.41802,0.31053,0.25453,0.31564,0.41776,0.31038,0.23536,0.00399,0.00584,1.73242,0.89356,0.000381752,0.000381752,0.000381752
32,4445.87,0.00368,0.0049,1.48969,0.85703,0.39742,0.35751,0.29748,0.24245,0.39832,0.35727,0.29714,0.22598,0.00397,0.00586,1.7872,0.90011,0.00037861,0.00037861,0.00037861
33,4585.7,0.00371,0.00497,1.48461,0.86058,0.264,0.47923,0.27545,0.22622,0.26423,0.47996,0.27509,0.20755,0.00391,0.00572,1.84381,0.89943,0.000375469,0.000375469,0.000375469
34,4725.67,0.00369,0.00488,1.46641,0.86032,0.32643,0.40429,0.30916,0.25683,0.30934,0.41883,0.30941,0.23669,0.004,0.00576,1.80125,0.90227,0.000372327,0.000372327,0.000372327
35,4864.76,0.00374,0.00485,1.43118,0.85743,0.32694,0.40665,0.32848,0.27099,0.32737,0.40738,0.32851,0.2441,0.00393,0.00574,1.63985,0.89485,0.000369186,0.000369186,0.000369186
36,5003.17,0.00361,0.00467,1.45494,0.8583,0.34537,0.41531,0.31454,0.25694,0.34474,0.41312,0.31382,0.23241,0.0039,0.00563,1.73682,0.89211,0.000366044,0.000366044,0.000366044
37,5143.72,0.00364,0.00485,1.41007,0.84994,0.42247,0.34679,0.30881,0.25757,0.41823,0.35042,0.30845,0.23243,0.00396,0.00605,1.80909,0.90787,0.000362902,0.000362902,0.000362902
38,5282.91,0.00362,0.00491,1.41185,0.85213,0.25496,0.50512,0.30172,0.25064,0.26043,0.48586,0.30127,0.22786,0.00386,0.00579,1.72964,0.89813,0.000359761,0.000359761,0.000359761
