epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,3745.18,0.01747,0.02189,1.98681,0.86484,0.31765,0.42461,0.28251,0.22793,0.31793,0.42487,0.282,0.21408,0.01797,0.02449,2.1318,0.88198,0.000394318,0.000394318,0.000394318
28,3885.02,0.01814,0.02247,1.94594,0.86076,0.28278,0.48388,0.27764,0.23221,0.28296,0.48461,0.27806,0.21413,0.01829,0.02428,2.05115,0.89053,0.000391177,0.000391177,0.000391177
29,4023.23,0.01804,0.02212,1.94807,0.86421,0.3429,0.46206,0.26702,0.2176,0.34336,0.46479,0.26686,0.20027,0.01829,0.02442,2.10488,0.88454,0.000388035,0.000388035,0.000388035
30,4162.66,0.01834,0.02288,1.96962,0.8616,0.31131,0.39058,0.28672,0.23529,0.31166,0.39132,0.28679,0.21841,0.01825,0.02474,2.09237,0.88466,0.000384894,0.000384894,0.000384894
31,4301.76,0.01795,0.0222,1.90911,0.8611,0.30582,0.46447,0.29707,0.24487,0.30524,0.46219,0.29706,0.22806,0.01882,0.02564,2.0131,0.89468,0.000381752,0.000381752,0.000381752
32,4441.27,0.01774,0.02185,1.89305,0.86069,0.34358,0.41079,0.28283,0.23154,0.345,0.40846,0.28322,0.21699,0.01795,0.024,2.06087,0.88311,0.00037861,0.00037861,0.00037861
33,4581.86,0.01783,0.02184,1.89616,0.86473,0.25655,0.47122,0.28426,0.2355,0.25678,0.47196,0.28424,0.21299,0.01802,0.02395,2.09892,0.88269,0.000375469,0.000375469,0.000375469
34,4720.47,0.01778,0.02178,1.86296,0.86504,0.34788,0.46556,0.31403,0.2636,0.34751,0.46433,0.31439,0.24222,0.01819,0.02378,1.97171,0.88186,0.000372327,0.000372327,0.000372327
35,4859.01,0.01804,0.02173,1.82992,0.86249,0.27043,0.47764,0.31308,0.26221,0.27051,0.47812,0.3136,0.24338,0.01806,0.02366,1.90976,0.88104,0.000369186,0.000369186,0.000369186
36,4998.61,0.01702,0.02055,1.85019,0.86,0.31837,0.39395,0.30662,0.25489,0.31849,0.39443,0.30641,0.23318,0.01774,0.02373,2.00078,0.87995,0.000366044,0.000366044,0.000366044
37,5138.35,0.01722,0.02121,1.79934,0.85352,0.32452,0.43466,0.29081,0.24339,0.32465,0.43514,0.2908,0.22695,0.01814,0.02455,2.1618,0.89028,0.000362902,0.000362902,0.000362902
38,5277.1,0.01776,0.02176,1.80478,0.85959,0.42048,0.40856,0.32282,0.27216,0.42043,0.40889,0.32259,0.24737,0.01807,0.02399,1.89296,0.88855,0.000359761,0.000359761,0.000359761
39,5415.21,0.01765,0.02111,1.79967,0.85654,0.28374,0.52735,0.33712,0.28212,0.28316,0.52686,0.33701,0.25404,0.01792,0.02367,1.97927,0.88222,0.000356619,0.000356619,0.000356619
40,5555.35,0.01791,0.02212,1.79203,0.86379,0.28158,0.46142,0.29351,0.24366,0.28071,0.45483,0.2926,0.22301,0.01824,0.0242,2.07092,0.88666,0.000353478,0.000353478,0.000353478
41,5693.53,0.01724,0.0209,1.76451,0.85596,0.34054,0.39889,0.29788,0.24954,0.3411,0.399,0.29803,0.2303,0.01812,0.02446,1.99334,0.88248,0.000350336,0.000350336,0.000350336
42,5833.33,0.01731,0.02093,1.72636,0.85515,0.26183,0.48599,0.30094,0.25248,0.26229,0.48756,0.30155,0.23111,0.01822,0.02422,2.03793,0.88573,0.000347194,0.000347194,0.000347194
43,5972.55,0.01792,0.02181,1.78963,0.86128,0.34586,0.4404,0.2979,0.24881,0.34558,0.44014,0.2968,0.22629,0.01769,0.02397,1.95312,0.88412,0.000344053,0.000344053,0.000344053
44,6111.49,0.01743,0.02142,1.72657,0.85967,0.3327,0.46004,0.31461,0.26126,0.33299,0.46136,0.31493,0.2421,0.01831,0.0239,1.95686,0.88851,0.000340911,0.000340911,0.000340911
45,6249.31,0.01731,0.02114,1.70312,0.85225,0.32947,0.44321,0.31782,0.25599,0.32947,0.44321,0.31705,0.23356,0.01865,0.02503,1.99822,0.89181,0.00033777,0.00033777,0.00033777
46,6389.55,0.01837,0.02258,1.73826,0.8645,0.32882,0.43089,0.32092,0.26644,0.32866,0.43111,0.3205,0.24303,0.01819,0.024,2.00136,0.88755,0.000334628,0.000334628,0.000334628
47,6528.13,0.01757,0.02174,1.67786,0.86224,0.33311,0.45684,0.29886,0.24591,0.33278,0.45825,0.29838,0.22867,0.01861,0.02487,1.96235,0.88809,0.000331486,0.000331486,0.000331486
48,6668.61,0.01717,0.02121,1.64515,0.85548,0.32893,0.48483,0.33646,0.28027,0.32893,0.4853,0.33645,0.25426,0.0188,0.02418,2.00116,0.89339,0.000328345,0.000328345,0.000328345
49,6808.91,0.01738,0.02165,1.6677,0.85573,0.30647,0.50433,0.33184,0.27742,0.30649,0.50481,0.33129,0.25513,0.01803,0.02407,1.90955,0.89042,0.000325203,0.000325203,0.000325203
50,6950.69,0.01673,0.02071,1.64597,0.84805,0.31736,0.41812,0.33175,0.27787,0.3177,0.41886,0.33168,0.25612,0.01763,0.02431,2.05597,0.8867,0.000322062,0.000322062,0.000322062
51,7089.89,0.01673,0.02101,1.61675,0.85253,0.31829,0.46437,0.31491,0.26645,0.31843,0.46485,0.31494,0.24499,0.0179,0.02518,1.96627,0.88802,0.00031892,0.00031892,0.00031892
52,7229.14,0.01719,0.0213,1.64784,0.86051,0.29295,0.4821,0.32101,0.26642,0.29268,0.48243,0.32033,0.24115,0.01827,0.02388,2.08133,0.88955,0.000315778,0.000315778,0.000315778
53,7366.97,0.01677,0.02029,1.64052,0.84597,0.29268,0.48915,0.33262,0.27589,0.29265,0.48963,0.33209,0.25315,0.01819,0.02409,1.93081,0.89168,0.000312637,0.000312637,0.000312637
54,7505.45,0.01684,0.02119,1.6465,0.85927,0.23561,0.47204,0.31929,0.2677,0.23561,0.47204,0.31928,0.24529,0.0179,0.02382,2.01218,0.88903,0.000309495,0.000309495,0.000309495
