epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,1532.31,0.01021,0.01253,1.31783,0.86544,0.24949,0.35709,0.23693,0.19362,0.2492,0.35675,0.23682,0.17975,0.01027,0.01418,1.29994,0.8932,0.000444584,0.000444584,0.000444584
12,1669.09,0.01015,0.01276,1.30168,0.87127,0.19767,0.34657,0.23776,0.19166,0.19797,0.34683,0.23775,0.17913,0.01027,0.01384,1.39803,0.89114,0.000441442,0.000441442,0.000441442
13,1804.05,0.00982,0.01206,1.27911,0.85935,0.28698,0.3709,0.25101,0.20266,0.28671,0.37006,0.24995,0.18537,0.01058,0.01473,1.36668,0.90118,0.000438301,0.000438301,0.000438301
14,1942.31,0.00986,0.01213,1.25639,0.85664,0.31288,0.36966,0.27001,0.21933,0.31288,0.36966,0.26907,0.20628,0.01038,0.01435,1.30131,0.89393,0.000435159,0.000435159,0.000435159
15,2079.77,0.00989,0.01233,1.23545,0.86241,0.28631,0.37665,0.25272,0.20616,0.28704,0.37576,0.25238,0.18947,0.01079,0.0156,1.31772,0.91299,0.000432018,0.000432018,0.000432018
16,2214.96,0.00957,0.01186,1.24741,0.85778,0.30486,0.37977,0.27263,0.2217,0.30552,0.38076,0.27297,0.20263,0.0102,0.01471,1.30952,0.89691,0.000428876,0.000428876,0.000428876
17,2351.34,0.00941,0.01174,1.21819,0.85757,0.29984,0.4034,0.29383,0.24235,0.29984,0.4034,0.29334,0.22377,0.00996,0.01406,1.25336,0.8955,0.000425734,0.000425734,0.000425734
18,2487.26,0.00968,0.01202,1.17621,0.86609,0.28291,0.40747,0.27619,0.22757,0.28318,0.4082,0.27647,0.2154,0.01059,0.01455,1.30526,0.8945,0.000422593,0.000422593,0.000422593
19,2622.78,0.00948,0.01162,1.16435,0.8566,0.32969,0.39111,0.28607,0.23679,0.33029,0.39185,0.28624,0.22399,0.01059,0.01507,1.25154,0.89611,0.000419451,0.000419451,0.000419451
20,2759.68,0.00993,0.0126,1.15573,0.85976,0.33048,0.42749,0.27967,0.23022,0.33069,0.42823,0.27937,0.21393,0.01028,0.01418,1.26926,0.89459,0.00041631,0.00041631,0.00041631
21,2896.55,0.00949,0.01185,1.14221,0.85243,0.32661,0.39079,0.29592,0.24356,0.32752,0.39092,0.29479,0.22032,0.01053,0.0156,1.268,0.91315,0.000413168,0.000413168,0.000413168
22,3032.34,0.00937,0.01163,1.11942,0.85781,0.31403,0.36966,0.27,0.21922,0.31303,0.36867,0.26839,0.20382,0.01071,0.01457,1.33458,0.91129,0.000410026,0.000410026,0.000410026
23,3168.66,0.00947,0.01148,1.11049,0.85264,0.28112,0.46445,0.27606,0.22652,0.28173,0.46555,0.27679,0.20962,0.01023,0.01464,1.34531,0.89794,0.000406885,0.000406885,0.000406885
24,3307.99,0.0094,0.01204,1.10073,0.86017,0.32398,0.41547,0.31388,0.26347,0.32329,0.41469,0.3133,0.24362,0.01009,0.01425,1.20415,0.89534,0.000403743,0.000403743,0.000403743
25,3448.02,0.00944,0.01164,1.09952,0.84788,0.41097,0.38666,0.289,0.24094,0.41433,0.38505,0.2899,0.22195,0.01017,0.01494,1.30397,0.90026,0.000400602,0.000400602,0.000400602
26,3587.44,0.0093,0.01152,1.0561,0.85293,0.34754,0.44793,0.28846,0.23827,0.34776,0.44925,0.28912,0.21864,0.01011,0.01485,1.20898,0.89806,0.00039746,0.00039746,0.00039746
27,3731.01,0.00894,0.01131,1.05488,0.85086,0.31532,0.37626,0.27957,0.23383,0.31595,0.37736,0.27946,0.21599,0.01007,0.01481,1.25103,0.89717,0.000394318,0.000394318,0.000394318
28,3870.53,0.00938,0.0118,1.03725,0.84993,0.26529,0.40647,0.29259,0.24404,0.26583,0.40746,0.2928,0.22505,0.00978,0.01394,1.19738,0.89,0.000391177,0.000391177,0.000391177
29,4009.15,0.00919,0.0116,1.03753,0.84988,0.29708,0.46551,0.28305,0.23452,0.29701,0.46599,0.28322,0.21429,0.01023,0.01463,1.26356,0.90798,0.000388035,0.000388035,0.000388035
30,4158.83,0.00955,0.01204,1.04444,0.84996,0.20369,0.47437,0.28986,0.24162,0.2039,0.4751,0.29028,0.22476,0.0101,0.01448,1.21296,0.89835,0.000384894,0.000384894,0.000384894
31,4298.98,0.0092,0.01146,0.99577,0.84601,0.30003,0.44521,0.28868,0.23707,0.29929,0.44396,0.28724,0.21703,0.01018,0.01498,1.15677,0.90304,0.000381752,0.000381752,0.000381752
32,4440.82,0.00902,0.01139,0.98965,0.84606,0.24825,0.45646,0.28937,0.23765,0.24801,0.45612,0.28921,0.21494,0.01016,0.01499,1.26567,0.90304,0.00037861,0.00037861,0.00037861
33,4582.04,0.00903,0.01146,0.98723,0.85025,0.37102,0.37172,0.27335,0.22512,0.37126,0.37283,0.2733,0.20293,0.01027,0.01497,1.25195,0.90522,0.000375469,0.000375469,0.000375469
34,4720.9,0.00898,0.01139,0.96286,0.84963,0.32529,0.36011,0.27175,0.22914,0.32579,0.36059,0.27256,0.20947,0.01006,0.01472,1.24209,0.90257,0.000372327,0.000372327,0.000372327
35,4858.01,0.00911,0.01137,0.9439,0.84927,0.29139,0.43543,0.3166,0.26537,0.29259,0.43531,0.31629,0.23937,0.00985,0.01439,1.20587,0.88845,0.000369186,0.000369186,0.000369186
36,4998.15,0.00874,0.01091,0.94808,0.8478,0.23493,0.44759,0.31387,0.26374,0.23547,0.4488,0.31423,0.23949,0.01005,0.01455,1.1853,0.89808,0.000366044,0.000366044,0.000366044
37,5137.73,0.00894,0.01125,0.9198,0.841,0.3228,0.34691,0.2919,0.24689,0.32207,0.34662,0.29014,0.2216,0.00999,0.01496,1.28192,0.91172,0.000362902,0.000362902,0.000362902
38,5275.9,0.00891,0.01142,0.94403,0.84354,0.25604,0.37902,0.28945,0.24189,0.2566,0.38001,0.28937,0.22107,0.01035,0.01449,1.28397,0.91412,0.000359761,0.000359761,0.000359761
39,5413.66,0.00891,0.01094,0.93644,0.84214,0.26981,0.43029,0.31144,0.26246,0.26981,0.43029,0.31096,0.23776,0.01001,0.01433,1.27803,0.89838,0.000356619,0.000356619,0.000356619
