epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,6433.01,0.52373,0.60328,1.67783,0.82263,0.29118,0.49881,0.3455,0.30758,0.29159,0.49982,0.34584,0.28388,0.4633,0.61675,1.79184,0.81886,0.00033777,0.00033777,0.00033777
46,6574.28,0.53532,0.61026,1.647,0.82911,0.33065,0.40445,0.33974,0.29917,0.33187,0.40582,0.34144,0.27479,0.47508,0.62058,1.81816,0.82051,0.000334628,0.000334628,0.000334628
47,6715.06,0.51476,0.57759,1.63688,0.82213,0.34029,0.40848,0.35592,0.3134,0.34029,0.40848,0.35596,0.28525,0.47922,0.6055,1.82766,0.81905,0.000331486,0.000331486,0.000331486
48,6855.16,0.50839,0.57291,1.61946,0.81954,0.31552,0.4377,0.35338,0.31197,0.31678,0.43973,0.35488,0.28249,0.46668,0.63329,1.82642,0.82481,0.000328345,0.000328345,0.000328345
49,6995.27,0.50097,0.56755,1.6185,0.8221,0.29453,0.45039,0.33003,0.29156,0.29482,0.45374,0.33147,0.26643,0.4675,0.63226,1.95282,0.82713,0.000325203,0.000325203,0.000325203
50,7135.84,0.52373,0.61033,1.59558,0.82605,0.313,0.46654,0.33468,0.298,0.313,0.46654,0.33468,0.27301,0.45669,0.59136,1.81097,0.81878,0.000322062,0.000322062,0.000322062
51,7275.39,0.49689,0.57391,1.53332,0.82166,0.27821,0.47452,0.34183,0.30401,0.27974,0.47817,0.34235,0.27835,0.45993,0.61229,1.89719,0.82237,0.00031892,0.00031892,0.00031892
52,7412.71,0.50357,0.5601,1.54075,0.81893,0.26766,0.46592,0.32232,0.28368,0.2683,0.46694,0.32367,0.25956,0.47584,0.6103,1.88773,0.82402,0.000315778,0.000315778,0.000315778
53,7550.74,0.50174,0.56346,1.56145,0.81965,0.34136,0.42123,0.33782,0.29944,0.34243,0.42225,0.33885,0.27661,0.45736,0.60783,1.8446,0.81966,0.000312637,0.000312637,0.000312637
54,7691.5,0.51187,0.5752,1.51307,0.81978,0.27608,0.46393,0.33811,0.30153,0.27608,0.46393,0.33811,0.27587,0.46065,0.61052,1.85811,0.82154,0.000309495,0.000309495,0.000309495
55,7831.74,0.50152,0.56734,1.51928,0.81865,0.34951,0.39251,0.35705,0.32023,0.34951,0.39251,0.35737,0.29086,0.45932,0.58221,1.87327,0.81994,0.000306354,0.000306354,0.000306354
56,7971.44,0.5205,0.60134,1.55078,0.82861,0.27615,0.46814,0.32775,0.2923,0.27615,0.46814,0.32775,0.26454,0.45957,0.58262,1.93164,0.82184,0.000303212,0.000303212,0.000303212
57,8116.46,0.50797,0.5847,1.49378,0.82004,0.30415,0.42332,0.34987,0.31028,0.30415,0.42332,0.34987,0.28377,0.46086,0.57898,1.86398,0.82419,0.00030007,0.00030007,0.00030007
58,8261.09,0.509,0.58434,1.47492,0.81848,0.34893,0.36665,0.33639,0.30009,0.34893,0.36665,0.33639,0.271,0.45642,0.59851,1.83945,0.81966,0.000296929,0.000296929,0.000296929
59,8401.23,0.52344,0.61521,1.44687,0.82362,0.29676,0.46673,0.3514,0.31159,0.29676,0.46673,0.3514,0.28308,0.46702,0.60143,1.80987,0.82187,0.000293787,0.000293787,0.000293787
60,8542.68,0.49833,0.57497,1.4066,0.82175,0.37431,0.4022,0.38032,0.33604,0.37431,0.4022,0.38032,0.30795,0.46135,0.59374,1.74676,0.82266,0.000290646,0.000290646,0.000290646
61,8682.1,0.49576,0.56586,1.39435,0.82548,0.34394,0.43017,0.36892,0.33019,0.34394,0.43017,0.36885,0.29747,0.45264,0.59336,1.77275,0.81778,0.000287504,0.000287504,0.000287504
62,8823.12,0.49618,0.59073,1.40324,0.8149,0.29001,0.5144,0.37365,0.33431,0.29001,0.5144,0.37365,0.30148,0.45927,0.59451,1.75314,0.82159,0.000284362,0.000284362,0.000284362
63,8964.38,0.4811,0.55578,1.38506,0.81794,0.3035,0.47502,0.36258,0.32226,0.30626,0.47309,0.36396,0.29213,0.45317,0.61023,1.79749,0.82033,0.000281221,0.000281221,0.000281221
64,9105.28,0.49086,0.55238,1.33072,0.82071,0.34882,0.4032,0.37439,0.33588,0.35183,0.40397,0.37602,0.30403,0.46351,0.61786,1.79453,0.82552,0.000278079,0.000278079,0.000278079
65,9246.62,0.48405,0.55972,1.33007,0.81737,0.32928,0.42327,0.36143,0.32159,0.32944,0.42511,0.36231,0.29599,0.47011,0.61767,1.81826,0.82361,0.000274938,0.000274938,0.000274938
66,9540.95,0.50633,0.57792,1.35056,0.8222,0.31118,0.46429,0.35648,0.3174,0.31205,0.46531,0.35727,0.29113,0.46118,0.60629,1.86556,0.8231,0.000271796,0.000271796,0.000271796
67,10066.9,0.49429,0.55814,1.3463,0.81987,0.32337,0.42789,0.3699,0.32854,0.32189,0.42833,0.37029,0.30115,0.45894,0.60147,1.83056,0.81778,0.000268654,0.000268654,0.000268654
68,10996.6,0.48443,0.55413,1.30082,0.81734,0.37567,0.42862,0.38895,0.3469,0.37567,0.42862,0.38922,0.31767,0.44925,0.59506,1.72494,0.81828,0.000265513,0.000265513,0.000265513
69,11132.2,0.46926,0.53172,1.35643,0.81173,0.33609,0.41918,0.37619,0.33675,0.33695,0.4202,0.37664,0.30437,0.45471,0.59992,1.75616,0.8187,0.000262371,0.000262371,0.000262371
70,11453,0.47791,0.5558,1.33099,0.81674,0.31065,0.45211,0.35253,0.31071,0.31065,0.45211,0.35281,0.2852,0.46288,0.59315,1.90834,0.81884,0.00025923,0.00025923,0.00025923
71,11596.7,0.46859,0.52839,1.32517,0.81274,0.36497,0.44326,0.38764,0.34838,0.36497,0.44326,0.38764,0.31488,0.45017,0.58585,1.66925,0.81807,0.000256088,0.000256088,0.000256088
72,11737.9,0.49624,0.56561,1.28626,0.82313,0.30295,0.49264,0.37683,0.33767,0.30295,0.49264,0.37683,0.30809,0.4518,0.58717,1.80802,0.8195,0.000252946,0.000252946,0.000252946
73,11880.1,0.472,0.53874,1.26226,0.81439,0.3259,0.44082,0.37219,0.33417,0.3259,0.44082,0.37219,0.30643,0.45431,0.59452,1.77849,0.81835,0.000249805,0.000249805,0.000249805
74,12023.2,0.4684,0.54473,1.1926,0.82125,0.32533,0.47749,0.36923,0.33312,0.32533,0.47749,0.36923,0.29833,0.44787,0.59986,1.75334,0.81721,0.000246663,0.000246663,0.000246663
75,12163.2,0.46933,0.52656,1.20334,0.81659,0.32065,0.46734,0.36039,0.32115,0.32065,0.46734,0.36071,0.29296,0.45536,0.62737,1.74755,0.8198,0.000243522,0.000243522,0.000243522
76,12328.4,0.4774,0.53102,1.25531,0.81323,0.3502,0.41823,0.36862,0.32851,0.34963,0.41952,0.36924,0.29554,0.4626,0.63568,1.80103,0.82458,0.00024038,0.00024038,0.00024038
77,12467.8,0.45516,0.51727,1.20594,0.81397,0.31571,0.44643,0.36398,0.32453,0.31571,0.44643,0.36531,0.29622,0.44201,0.60355,1.76767,0.81761,0.000237238,0.000237238,0.000237238
78,12614.4,0.44324,0.50055,1.17003,0.80851,0.36703,0.43514,0.35709,0.31737,0.36703,0.43514,0.35734,0.29053,0.45146,0.61067,1.8785,0.82252,0.000234097,0.000234097,0.000234097
79,12758.5,0.47375,0.54273,1.15609,0.81109,0.32455,0.45232,0.36565,0.3288,0.32512,0.45333,0.36685,0.29783,0.44573,0.60187,1.73717,0.8196,0.000230955,0.000230955,0.000230955
80,12905.8,0.49502,0.56323,1.10451,0.81674,0.37784,0.38082,0.37859,0.33971,0.37784,0.38082,0.37894,0.30306,0.44888,0.60493,1.75298,0.81761,0.000227814,0.000227814,0.000227814
81,13049.5,0.47985,0.55214,1.15728,0.81504,0.33783,0.48301,0.36651,0.32556,0.33786,0.48131,0.36737,0.29588,0.44932,0.62036,1.84735,0.82051,0.000224672,0.000224672,0.000224672
82,13191.9,0.45279,0.51955,1.19978,0.8136,0.31097,0.4303,0.35669,0.31431,0.31097,0.4303,0.35702,0.28758,0.45835,0.63159,1.97657,0.82247,0.00022153,0.00022153,0.00022153
83,13330.4,0.4703,0.54787,1.13567,0.8188,0.33838,0.47207,0.38375,0.34326,0.33913,0.47309,0.38404,0.31394,0.45191,0.61924,1.82142,0.82124,0.000218389,0.000218389,0.000218389
