epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,140.643,0.03998,0.06079,8.11231,0.97382,0.46764,0.05043,0.07678,0.0596,0.46764,0.05043,0.07744,0.06176,0.03698,0.04984,7.85333,0.91294,0.000157263,0.000157263,0.000157263
2,279.837,0.04047,0.04808,6.70135,0.92346,0.20031,0.19035,0.12033,0.08595,0.20028,0.18988,0.11965,0.0825,0.04031,0.05072,6.54453,0.95282,0.000313844,0.000313844,0.000313844
3,421.133,0.04206,0.04908,6.00953,0.92977,0.22662,0.27621,0.1418,0.10229,0.22553,0.27479,0.14195,0.10226,0.0412,0.04615,5.63148,0.9527,0.000468331,0.000468331,0.000468331
4,562.246,0.04088,0.04588,5.48508,0.92604,0.24234,0.23465,0.15563,0.11145,0.24214,0.23391,0.15523,0.10967,0.03809,0.0472,5.38655,0.94371,0.000466575,0.000466575,0.000466575
5,704.733,0.03983,0.04559,5.14193,0.92478,0.14598,0.23603,0.1516,0.10989,0.1495,0.23483,0.15205,0.10558,0.03839,0.04731,4.92782,0.93343,0.000463434,0.000463434,0.000463434
6,845.12,0.03852,0.04432,4.94956,0.91937,0.20291,0.30312,0.17146,0.12765,0.20179,0.30359,0.16893,0.12196,0.03592,0.04767,4.65987,0.91407,0.000460292,0.000460292,0.000460292
7,986.699,0.03786,0.04453,4.72096,0.91082,0.21486,0.32698,0.18538,0.13046,0.21466,0.32673,0.18551,0.12697,0.03643,0.0435,4.57485,0.91659,0.00045715,0.00045715,0.00045715
8,1127.93,0.03695,0.04229,4.61763,0.90919,0.21756,0.31153,0.18188,0.13617,0.21739,0.31072,0.18181,0.1312,0.03435,0.04371,4.49442,0.90804,0.000454009,0.000454009,0.000454009
9,1270.43,0.03544,0.04198,4.5477,0.89551,0.14579,0.37213,0.19092,0.14478,0.14557,0.37263,0.19083,0.13077,0.03464,0.04435,4.38595,0.9086,0.000450867,0.000450867,0.000450867
10,1416.65,0.03472,0.04132,4.32984,0.89395,0.17827,0.33386,0.19105,0.14364,0.17846,0.33412,0.19126,0.13477,0.03548,0.04433,4.57918,0.91057,0.000447726,0.000447726,0.000447726
11,1557.77,0.03464,0.04112,4.28711,0.89564,0.14268,0.38357,0.20899,0.15667,0.14283,0.38438,0.20898,0.14775,0.03328,0.04296,4.10597,0.8962,0.000444584,0.000444584,0.000444584
12,1698.38,0.03418,0.0416,4.23276,0.89805,0.26124,0.32769,0.23028,0.1744,0.26202,0.33317,0.22995,0.16037,0.03297,0.04319,4.2667,0.89239,0.000441442,0.000441442,0.000441442
